WISE3_id,ISO,DESCR,DATEYR,DATEMON,SOLDEP,HORNUM,FAO_90,PHA_90,FAO_74,PHA_74,WRB2006,USCL,USYR,LOCAL,LONDD,LATDD,LONLAT_ACC,LOCAT,KOPPEN,ALTIT,LFORM,POSIT,SLOPE,PARMAT,DRAIN,LANDUS,SOURCE_ID,PITREF,LAB_ID,COUNTRY
"IN0010","IN","3",,,170,6,"CMc",,"Yh",,"CM","Typic Camborthid","1975",,7.2833330000000004e+01,2.6083330000000000e+01,"M","Bhandu, Rajasthan,","BWh",200,"LP","IN",,"UE","E","AA4","AS3/75","Profile 24 pp200-203","IN04","India"
"IN0011","IN","2",,,168,5,"CMe",,"Be",,"CM",,,,,,"-",,,,,,,,"W",,"IN-94.02","IN~IND002","IN01","India"
"IN0012","IN","2",,,140,5,"CMv",,"Bv",,"CM",,,,,,"-",,,,,,,,"M",,"IN-94.02","IN~IND023","IN01","India"
"IN0013","IN","2",,,62,3,"CMv",,"Bv",,"CM",,,,,,"-",,,,,,,,"M",,"IN-94.02","IN~IND009","IN01","India"
"IN0014","IN","2",,,78,4,"CMv",,"Bv",,"CM",,,,,,"-",,,,,,,,"M",,"IN-94.02","IN~IND008","IN01","India"
"IN0015","IN","2",,,182,5,"CMx",,"Bc",,"CM",,,,,,"-",,,,,,,,"W",,"IN-94.02","IN~IND003","IN01","India"
"IN0016","IN","1",,,155,4,"FLd",,"Jd",,"FL",,,,,,"-",,,,,,,,"W",,"ISIS-2005","IN019_ISIS5","NL01","India"
"IN0017","IN","1",,,200,4,"FLt","SO","Jt","SO","FL",,,,,,"-",,,,,,,,"V",,"ISIS-2005","IN021_ISIS5","NL01","India"
"IN0018","IN","1",,,170,5,"FRh",,"Fh",,"FR",,,,,,"-",,,,,,,,"W",,"ISIS-2005","IN013_ISIS5","NL01","India"
"IN0019","IN","1",,,165,5,"FRp",,"Fp",,"FR",,,,,,"-",,,,,,,,"M",,"ISIS-2005","IN018_ISIS5","NL01","India"
"IN0020","IN","1",,,200,6,"FRp",,"Fp",,"FR",,,,,,"-",,,,,,,,"M",,"ISIS-2005","IN025_ISIS5","NL01","India"
"IN0021","IN","1",,,160,5,"FRr",,"Fr",,"FR",,,,,,"-",,,,,,,,"W",,"ISIS-2005","IN016_ISIS5","NL01","India"
"IN0022","IN","2",,,152,4,"LXf",,"Lf",,"LX",,,,,,"-",,,,,,,,"W",,"IN-94.02","IN~IND024","IN01","India"
"IN0023","IN","2",,,68,3,"PTe",,"Lp",,"PT",,,,,,"-",,,,,,,,"W",,"IN-94.02","IN~IND025","IN01","India"
"IN0024","IN","4",,,100,3,"RGc",,"Yh",,"RG",,,,,,"-",,,,,,,,"W",,"IN-94.02","IN~IND022","IN01","India"
"IN0025","IN","2",,,150,7,"SNg",,"Sg",,"SN",,,,,,"-",,,,,,,,"I",,"IN-94.02","IN~IND014","IN01","India"
"IN0026","IN","2",,,145,7,"SNg",,"Sg",,"SN",,,,,,"-",,,,,,,,"P",,"IN-94.02","IN~IND013","IN01","India"
"IN0027","IN","2",,,188,5,"VRe",,"Vc",,"VR",,,,,,"-",,,,,,,,"M",,"IN-94.02","IN~IND016","IN01","India"
"IN0028","IN","2",,,88,4,"VRk",,"Vp",,"VR",,,,,,"-",,,,,,,,"W",,"IN-94.02","IN~IND012","IN01","India"
"IN0029","IN","2",,,118,4,"VRk","SO","Vp","SO","VR",,,,,,"-",,,,,,,,"M",,"IN-94.02","IN~IND007","IN01","India"
"IN0030","IN","2",,,165,6,"VRk","SO","Vp","SO","VR",,,,,,"-",,,,,,,,"I",,"IN-94.02","IN~IND001","IN01","India"
"IN0031","IN","2",,,100,4,"VRk",,"Vc",,"VR",,,,,,"-",,,,,,,,"I",,"IN-94.02","IN~IND011","IN01","India"
"IN0032","IN","2",1965,1,152,6,"VRk",,"Vp",,"VR",,,,7.8500000000000000e+01,2.0500000000000000e+01,"M","S of Sirpur, Yeotmal district, Maharashtra state","Aw",275,"LL",,,"IB2","P","AA4","FAO/SDB-2","FAO-SDB profile: 100065","XX01","India"
"IN0033","IN","1",1971,11,110,4,"CMe",,"Be",,"CM","Udic Ustrochrept",,,7.7666669999999996e+01,2.9283329999999999e+01,"S","State of Uttar Pradesh, Velna, W of Meerut-Muzaffa","Cwa",250,,,"0",,"W","AA","ISIS-2005","IN002_ISIS5","NL01","India"
"IN0034","IN","1",1972,1,117,5,"ACh",,"Af",,"AC",,,,8.7266670000000005e+01,2.3183330000000002e+01,"S","State of West Bengal, Burdwan District, Kanska","Aw",50,,,"2",,"W","AA","ISIS-2005","IN003_ISIS5","NL01","India"
"IN0035","IN","1",1972,11,120,3,"CLh",,"Xk",,"CL","Typic Calciorthid",,,7.5966669999999993e+01,1.4949999999999999e+01,"S","Mysore State, Bellary District, Prithiswaram, near","BSh",600,,,"3",,"W","AA4","ISIS-2005","IN011_ISIS5","NL01","India"
"IN0036","IN","1",1972,8,118,5,"CMc",,"Be",,"CM","Typic Eutrochrept",,,7.5766670000000005e+01,2.9433330000000002e+01,"S","Haryana State, Hissar District, Ghebipura Tehsil, ","BSh",200,,,"1",,"W","AA4","ISIS-2005","IN001_ISIS5","NL01","India"
"IN0037","IN","1",1972,4,90,4,"CMd",,"Bd",,"CM","Typic Dystrohrept",,,7.9416669999999996e+01,2.9633330000000001e+01,"S","State of Uttar Pradesh, Almora District, Chaubatti","Cwb",2160,,,"30",,"W","U","ISIS-2005","IN005_ISIS5","NL01","India"
"IN0038","IN","1",1972,7,150,5,"LVf",,"Ne",,"LV",,,,7.7458330000000004e+01,1.3100000000000000e+01,"S","Mysore State, Bangalore District, km 13 on Bangalo","Aw",880,,,"2",,"W","AA4","ISIS-2005","IN006_ISIS5","NL01","India"
"IN0039","IN","1",1972,9,150,4,"LVx",,"Ne",,"LV",,,,7.7575000000000003e+01,1.3041670000000000e+01,"S","Mysore State, Bangalore District, 1.8km along Bang","Aw",900,,,"4",,"W","AA4","ISIS-2005","IN007_ISIS5","NL01","India"
"IN0040","IN","1",1972,10,150,4,"LXf",,"Lf",,"LX",,,,7.7783330000000007e+01,1.3100000000000000e+01,"S","Mysore State, Bangalore District, along Hoskote-De","Aw",1000,,,"1",,"W","AA4","ISIS-2005","IN009_ISIS5","NL01","India"
"IN0041","IN","1",1972,3,120,4,"SCg",,"Zg",,"SC","Typic Halaquept","1999","Canning silty loam",8.8333330000000004e+01,2.1916670000000000e+01,"S","State of West Bengal, 24-Parganas District, Port C","Aw",2,,,"0",,"I","AA4","ISIS-2005","IN004_ISIS5","NL01","India"
"IN0042","IN","1",1972,10,120,4,"VRk",,"Vc",,"VR","Udic Calciustert","1999","Deep black soil",7.9049999999999997e+01,2.1241669999999999e+01,"S","Maharashtra State, Nagpur District, Mundha","Aw",280,,,"2",,"W",,"ISIS-2005","IN008_ISIS5","NL01","India"
"IN0043","IN","1",1972,10,120,6,"VRk",,"Vp",,"VR","Udic Pellustert",,,7.9083330000000004e+01,2.1500000000000000e+01,"S","Maharashtra State, Nagpur District, Saongi","Aw",300,,,"2",,"W","AA4","ISIS-2005","IN010_ISIS5","NL01","India"
"IN0044","IN","1",1973,3,135,4,"VRk",,"Vc",,"VR","Udic Calciustert","1999","Medium black soil",7.8966669999999993e+01,2.1133330000000001e+01,"S","Maharashtra State, Nagpur District, Wadi, km 13 on","Aw",300,,,"1",,"W","HE","ISIS-2005","IN012_ISIS5","NL01","India"
"IN0045","IN","2",1976,1,150,4,"CMd",,"Bd",,"CM","Typic Dystrochrept","1987",,9.4049999999999997e+01,2.7333330000000000e+01,"M","District Lakhimpur, Assam (INDIA p.184)","Cwa",,"LF",,,,"W","AT1","FAO/SDB-2","FAO-SDB profile: 100021","XX01","India"
"IN0046","IN","3",1976,3,150,4,"CMe",,"Be",,"CM","Typic Dystrochrept","1975",,9.4049999999999997e+01,2.7333330000000000e+01,"M","Nakari, Lakhimpur, Assam","Cwa",150,"CV","LS",,"UC","W","AT1","AS3/75","Profile 21, pp 189-191","IN02","India"
"IN0047","IN","3",1976,3,84,4,"PTd",,"Fp",,"PT","Oxic Dystropept","1975",,7.6950000000000003e+01,8.4833300000000005e+00,"M","Srikariyam, Trivandrum, Kerala","Am",60,"LP","HI",,"UX","W","AA4","AS3/75","profile 52, pp 320-323","IN06","India"
"IN0048","IN","3",1977,3,61,3,"LVx",,"Lc",,"LV","Ultic Hapludalf","1975",,9.3533330000000007e+01,2.5016670000000001e+01,"M","Dialong, Manipur, Assam","H",1000,"TM","MS",,"SC4","W","FN1","AS3/75","Profile 5, pp121-123","IN02","India"
"IN0049","IN","3",1977,12,180,6,"VRe",,"Vc",,"VR","Entic Chromustert","1975",,8.0250000000000000e+01,2.4566669999999998e+01,"M","Marha, northern Madhya Pradesh","Cwa",315,"LF","LO","3","UF","M","AA4","AS3/75","Profile 33 pp 237-241","IN05","India"
"IN0050","IN","3",1978,2,120,3,"ALh",,"Lo",,"AL","Typic Hapludalf","1975",,9.0383330000000001e+01,2.5750000000000000e+01,"M","Selsekgiri, Garo Hills, Meghalaya, Assam","H",500,"TH","MS",,"IA1","W","FN1","AS3/75","Profile 6 pp 124-126","IN02","India"
"IN0051","IN","2",1978,1,150,6,"LVh",,"Lo",,"LV","Typic Hapludalf","1987",,9.4666669999999996e+01,2.8316669999999998e+01,"M","District Siang, Arunachal Pradesh (INDIA p.192)","Am",,"LP",,,,"W",,"FAO/SDB-2","FAO-SDB profile: 100022","XX01","India"
"IN0052","IN","2",1979,12,165,6,"ACh","PF","Ao",,"AC","Typic Haplustult","1987",,8.5833330000000004e+01,2.0500000000000000e+01,"M","District Puri, Orissa (INDIA p.351)","Aw",100,"LF","UP",,"SC2","W","AA5","FAO/SDB-2","FAO-SDB profile: 100059","XX01","India"
"IN0053","IN","3",1979,11,165,6,"ACh",,"Ao",,"AC","Ultic Paleustalf","1975",,8.7250000000000000e+01,2.3050000000000001e+01,"M","Jharia, West Bangal","Aw",75,"LL","HI","4","UF","S","AA4","AS3/75","Profile 58, pp 346-350","IN02","India"
"IN0054","IN","3",1979,11,88,5,"ALp","SK","Ap",,"AL","Typic Haplustults","1975","(over gravelly vesicular laterite)",8.5833330000000004e+01,2.0500000000000000e+01,"M","Bubaneswar, Orissa","Aw",95,"LF","HI","3","UY","W","AA4","AS3/75","Profile 59, pp 351-354","IN02","India"
"IN0055","IN","3",1979,5,165,6,"ARb",,"Qc",,"AR","Typic Ustipsamment","1975",,7.5866669999999999e+01,3.0899999999999999e+01,"M","Ludhiana, Punjab","Cwa",250,"LP","HI","10","UE","E","AA6","AS3/75","Profile 7 pp 127-129","IN01","India"
"IN0056","IN","2",1979,,160,5,"ARc",,"Rc",,"AR","Typic Torripsamment","1987",,7.1683329999999998e+01,2.7500000000000000e+01,"M","District Jaisalmer (INDIA p.208)","BWh",220,"SH",,,,"W","AA4","FAO/SDB-2","FAO-SDB profile: 100026","XX01","India"
"IN0057","IN","3",1979,2,160,5,"ARc",,"Qc",,"AR","Typic Torripsamment","1975",,7.1683329999999998e+01,2.7500000000000000e+01,"M","Awai, West Rajasthan","BWh",225,"LP","IN",,"UE","W","HE3","AS3/75","Profile 26 pp 208-211","IN01","India"
"IN0058","IN","3",1979,4,170,6,"ARh",,"Qc",,"AR","Typic Ustipsamment","1975",,7.5750000000000000e+01,2.6833330000000000e+01,"M","Durgapura, Rajasthan","BWh",425,"LP","LO",,"UE","E","AA6","AS3/75","Profile 28 pp 216-219","IN01","India"
"IN0059","IN","2",1979,2,170,7,"ARl",,"Ql",,"AR","Typic Ustipsamment","1987",,7.5750000000000000e+01,2.6833330000000000e+01,"M","District Jaipur, Rajasthan (INDIA p.216)","BWh",420,"LP",,,,"E","AA4","FAO/SDB-2","FAO-SDB profile: 100028","XX01","India"
"IN0060","IN","2",1979,,160,6,"CLh",,"Yk",,"CL","Typic Camborthid","1987",,7.2833330000000004e+01,2.6083330000000000e+01,"M","District Jodhpur, Rajasthan (INDIA p.200)","BSh",200,"LP",,,,"E","AA4","FAO/SDB-2","FAO-SDB profile: 100024","XX01","India"
"IN0061","IN","3",1979,2,50,4,"CLh","SO","Xk","SO","CL","Lithic Calciorthid","1975",,7.3833330000000004e+01,2.5750000000000000e+01,"M","Pali Rajasthan","BWh",225,"LP","IN",,"IA1","W","AA4","AS3/75","Profile 25 pp204-207","IN01","India"
"IN0062","IN","2",1979,,100,5,"CLh","LI","Xh",,"CL","Lithic Calciorthid","1987",,7.3833330000000004e+01,2.5750000000000000e+01,"M","District Pali, Rajasthan (INDIA p.204)","BWh",220,"LP",,,"IA1","W","AA4","FAO/SDB-2","FAO-SDB profile: 100025","XX01","India"
"IN0063","IN","3",1979,1,180,6,"CMc",,"Bk",,"CM","Typic Ustochrept","1975",,7.6333330000000004e+01,3.1333330000000000e+01,"M","Kanjli, Punjab.","Cwa",250,"LP","LO","0","UF","W","AA5","AS3/75","profile 8, pp132-135","IN01","India"
"IN0064","IN","3",1979,4,170,6,"CMe",,"Be",,"CM","Typic Eutrochrept","1975",,8.3216669999999993e+01,2.6250000000000000e+01,"M","Gotha, Azamgarh, Uttar Pradesh","Cwa",75,"LP","LO","0","UF","I","AA4","AS3/75","Profile 16 pp166-170","IN01","India"
"IN0065","IN","3",1979,12,172,6,"CMe",,"Be",,"CM","Udic Ustochrept","1975",,8.1066670000000002e+01,2.5699999999999999e+01,"M","Fatehpur, Uttar Pradesh","Cwa",150,"LP","IN","1","UF","W","AA4","AS3/75","Profile 15, pp162-165","IN01","India"
"IN0066","IN","3",1979,5,111,6,"CMe","SO","Be","SO","CM","Mollic Haplaquept","1975",,7.5083330000000004e+01,3.3583329999999997e+01,"M","Khudwani, Anantang, Jammu & Kashmir","H",1600,"CV","LS","1","UF","I","AA4","AS3/75","Profile 2, pp 112-115","IN01","India"
"IN0067","IN","3",1979,1,156,6,"CMe",,"Be",,"CM","Udic Ustochrept","1975",,7.6433329999999998e+01,3.0166670000000000e+01,"M","Manikpur, Patiala, Punjab","Cwa",250,"LP","IN","1","UF","W","AA4","AS3/75","Profile 9, pp 136-140","IN01","India"
"IN0068","IN","3",1979,12,190,6,"CMe",,"Be",,"CM","Typic Ustochrept","1975",,7.8250000000000000e+01,2.6233329999999999e+01,"M","Gwalior, Madhya Pradesh","Cwa",200,"LF","LS","3","UF","M","AA4","AS3/75","Profile 31 pp 228-232","IN05","India"
"IN0069","IN","2",1979,10,190,7,"CMe",,"Be",,"CM","Typic Ustochrept","1987",,7.8250000000000000e+01,2.6233329999999999e+01,"M","Tehsil and District Gwalior, M.P.","Cwa",200,"LP",,,,"M","AA","FAO/SDB-2","FAO-SDB profile: 100031","XX01","India"
"IN0070","IN","2",1979,,84,4,"CMo","PF","Bf",,"CM","Oxic Dystropept","1987",,7.6950000000000003e+01,8.4833300000000005e+00,"M","Tehsil and District Trivandrum, Keraka","Am",60,"SH",,,"S","W",,"FAO/SDB-2","FAO-SDB profile: 100052","XX01","India"
"IN0071","IN","3",1979,11,131,6,"CMv",,"Bv",,"CM","Vertic Eutrochrept","1975",,8.7933329999999998e+01,2.3233329999999999e+01,"M","Shyamsundarpur, West Bangal","Cwa",25,"LP","LO","0","UF","I","AA5","AS3/75","Profile 19 pp180-183","IN02","India"
"IN0072","IN","3",1979,7,124,4,"CMv",,"Bv",,"CM","Vertic Ustropepts","1975",,7.8933329999999998e+01,1.0000000000000000e+01,"M","Tamil Nadu Agric Univ farm, Coimbatore","BSh",375,"LL","LO","2","UF","I","AA4","AS3/75","profile 55, pp 333-336","IN06","India"
"IN0073","IN","3",1979,2,47,3,"CMv",,"Bv",,"CM","Paralithic Vertic Ustropept","1975",,7.7983329999999995e+01,1.7649999999999999e+01,"M","Chinnachilmeda, Andhra Pradesh","Aw",500,"LF","MS","3","IA2","M","AA4","AS3/75","Profile 48, pp 304-307","IN06","India"
"IN0074","IN","2",1979,12,65,5,"CMv","LI","Bv",,"CM","Lithic vertic Ustochrept","1987",,7.5799999999999997e+01,2.2716670000000001e+01,"M","Tehsil and District Indore, Madhya Pradesh","Aw",560,"LF",,,"IB2","M","AA4","FAO/SDB-2","FAO-SDB profile: 100030","XX01","India"
"IN0075","IN","2",1979,,124,4,"CMv",,"Bv",,"CM"," Ustropept","1987",,7.8933329999999998e+01,1.0000000000000000e+01,"M","District Coimbatore (INDIA p.333)","Am",390,"LP",,,"MA2","I","AA","FAO/SDB-2","FAO-SDB profile: 100055","XX01","India"
"IN0076","IN","3",1979,1,134,6,"CMv",,"Bv",,"CM","Vertic Ustochrept","1975",,7.6416669999999996e+01,3.0250000000000000e+01,"M","Patiala District, Punjab","Cwa",300,"LP","LS","0","UF","I","AA4","AS3/75","profile 11, pp 145-149","IN01","India"
"IN0077","IN","3",1979,11,140,6,"FLe",,"Je",,"FL","Aeric Fluvaquent","1975",,8.8299999999999997e+01,2.2800000000000001e+01,"M","Balagarh, West Bangal","Am",10,"LP","LO","0","UF","I","AA5","AS3/75","Profile 17, pp171-174","IN02","India"
"IN0078","IN","3",1979,11,132,6,"FLe",,"Je",,"FL","Fluventic Eutrochrept","1975",,8.8283330000000007e+01,2.4166670000000000e+01,"M","Madhupur, West Bengal","Am",30,"LP","LO","1","UF","I","AA5","AS3/75","Profile 18  pp 175-179","IN02","India"
"IN0079","IN","3",1979,5,128,6,"FLe",,"Je",,"FL","Typic Hapludoll","1975",,7.9488889999999998e+01,2.9022220000000001e+01,"S","Pantnagar, Uttar Pradesh","Cwa",225,"SH","MS",,"UF","W","AA4","AS3/75","profile 23 pp 195-199","IN01","India"
"IN0080","IN","3",1979,11,129,6,"FLs","SA","Je","Z","FL","Vertic Halaquept","1975",,8.6766670000000005e+01,2.0866669999999999e+01,"M","Motto, Orissa","Aw",0,"LP","LO","0","UM","P","AA5","AS3/75","Profile 60,  pp 355-358","IN02","India"
"IN0081","IN","2",1979,,172,6,"FRh",,"Fo",,"FR","Typic Haplustox","1987",,7.5883330000000001e+01,1.1166670000000000e+01,"M","Tehsil and District Calicut, Kerala","Am",70,"LL",,,"S","W","AA","FAO/SDB-2","FAO-SDB profile: 100053","XX01","India"
"IN0082","IN","3",1979,3,190,6,"FRh",,"Fo",,"FR","Tropeptic Eutrorthox","1975",,7.7233329999999995e+01,9.0833300000000001e+00,"M","Thekkadi forest reserve","Am",750,"SH","MS",,"MA2","M","FN1","AS3/75","profile 51, pp316-319","IN06","India"
"IN0083","IN","2",1979,,129,6,"GLe","SO","Ge","SO","GL"," Halaquept","1987",,8.6766670000000005e+01,2.0866669999999999e+01,"M","District Balasore, Orissa  (INDIA p.355)","Aw",,"LP",,,,"P","AA5","FAO/SDB-2","FAO-SDB profile: 100060","XX01","India"
"IN0084","IN","3",1979,5,34,2,"LPe",,"Re",,"LP","Lithic Ustorthent","1975",,7.9066670000000002e+01,2.9733329999999999e+01,"M","Jarau Khan, Pauri District, Uttar Pradesh","H",1500,"TM","LS","35","SC4","E","AA4","AS3/75","Profile 3 pp116-118","IN01","India"
"IN0085","IN","3",1979,2,39,2,"LPe",,"Re",,"LP","Lithic Udorthent","1975",,9.3049999999999997e+01,2.3833330000000000e+01,"M","Phullen, Mizoram, Eastern India","H",1000,"TM","MS",,"SC4","W","U","AS3/75","Profile 4 pp119-120","IN02","India"
"IN0086","IN","2",1979,,172,8,"LVf",,"Lp",,"LV","Usteric Plinthustalf","1987",,8.1483329999999995e+01,2.0266670000000001e+01,"M","District Jagadalpur, M.P. (INDIA p.278)","Aw",550,"LF","HI",,"MB2","W",,"FAO/SDB-2","FAO-SDB profile: 100042","XX01","India"
"IN0087","IN","2",1979,6,127,6,"LVg",,"Lg",,"LV","Typic Ochraqualf","1987",,8.7256389999999996e+01,2.4295829999999999e+01,"S","Tehsil Dumka, Santal Parganas, Bihar","Aw",300,"LL",,,"IA1","I","AA5","FAO/SDB-2","FAO-SDB profile: 100057","XX01","India"
"IN0088","IN","3",1979,5,132,5,"LVg",,"Lg",,"LV","Aeric Ochraqualf","1975",,8.3261110000000002e+01,2.5258330000000001e+01,"S","Varanasi, UttarPradesh","Cwa",300,"LP","BO","1","UF","I","AA4","AS3/75","Profile 14, pp 158-161","IN01","India"
"IN0089","IN","3",1979,5,140,6,"LVh",,"Lo",,"LV","Typic Haplustalf","1975",,7.4750000000000000e+01,3.4000000000000000e+01,"M","Konibal, Srinagar, Jammu & Kashmir","H",1600,"TM","LS",,"UL","W","AA4","AS3/75","Profile 1 pp108-111","IN01","India"
"IN0090","IN","3",1979,11,127,6,"LVh",,"Lo",,"LV","Typic Ochraqualf","1975",,8.7256389999999996e+01,2.4295829999999999e+01,"S","Hathiapathar, Bihar","Cwa",300,"LL","LS","2","MA2","I","AA4","AS3/75","profile 57, pp 342-345","IN02","India"
"IN0091","IN","2",1979,10,127,4,"LVh","SO","Lo","SO","LV","Typic Paleargid","1975",,6.9799999999999997e+01,2.3250000000000000e+01,"M","Adesar, Gujarat","BWh",50,"LF","LS","1","UC","M","AA4","AS3/75","Profile 37 pp 255-258","IN05","India"
"IN0092","IN","3",1979,7,68,4,"LVk",,"Lk",,"LV","Typic Haplustalf","1975",,7.7000000000000000e+01,1.0916670000000000e+01,"M","Kumarapalayam, Tamil Nadu","Aw",375,"LF","HI","2","MB3","W","AA4","AS3/75","Profile 54, pp 329-323","IN06","India"
"IN0093","IN","3",1979,6,176,6,"LVk",,"Lk",,"LV","Typic Paleustalf","1975",,7.5299999999999997e+01,1.6516670000000001e+01,"M","Honnur, Karnataka","BSh",575,"LV","LO","3","UF","M","AA4","AS3/75","Profile 43, pp 283-286","IN06","India"
"IN0094","IN","2",1979,,146,5,"LVk","SO","Xl",,"LV","Typic Paleargid","1987",,6.9799999999999997e+01,2.3250000000000000e+01,"M","District Kachchha, Gujarat (INDIA p.255)","BSh",,"LF",,,"SC2","M","AA","FAO/SDB-2","FAO-SDB profile: 100037","XX01","India"
"IN0095","IN","2",1979,12,136,5,"LVx",,"Lc",,"LV","Typic Haplustalf","1987",,7.7000000000000000e+01,1.0916670000000000e+01,"M","District Coimbatore, Tamil Nadu","Am",570,"LF","MS",,"MA2","W","AA","FAO/SDB-2","FAO-SDB profile: 100054","XX01","India"
"IN0096","IN","3",1979,11,186,6,"LVx",,"Lc",,"LV","Ultic Paleustalf","1975",,8.7239720000000005e+01,2.4291670000000000e+01,"S","Hathiapathar, Bihar","Cwa",300,"LL","HI","4","MA2","W","AA4","AS3/75","profile 55, pp 337-341","IN02","India"
"IN0097","IN","2",1979,,163,6,"LXf",,"Lc",,"LX","Oxic Rhodustalf","1987",,7.7333330000000004e+01,1.2866669999999999e+01,"M","Tehsil Bangalore North, District Bangalore, Karnat","Aw",870,"LF",,,"IA1","W",,"FAO/SDB-2","FAO-SDB profile: 100046","XX01","India"
"IN0098","IN","2",1979,1,152,7,"LXf",,"Lf",,"LX","Oxic Haplustalf","1987",,7.7583330000000004e+01,1.3400000000000000e+01,"M","District Bangalore, Karnatakala (INDIA p.291)","Aw",950,"LF",,,"IA1","W","AA4","FAO/SDB-2","FAO-SDB profile: 100045","XX01","India"
"IN0099","IN","3",1979,9,152,6,"LXf",,"Lf",,"LX","Oxic Haplustalf","1975",,7.7583330000000004e+01,1.3400000000000000e+01,"M","Kodihalli, Karnataka","BSh",950,"LF","IN","2","MA2","W","AA4","AS3/75","profile 45, pp 291-295","IN06","India"
"IN0100","IN","3",1979,8,146,5,"LXf",,"Lc",,"LX","Oxic Rhodustalf","1975",,7.7333330000000004e+01,1.2866669999999999e+01,"M","Talaghattapura, Karnataka","BSh",850,"LF","MS",,"IA1","W","AA4","AS3/75","Profile 46  pp296-299","IN06","India"
"IN0101","IN","3",1979,8,160,5,"LXh",,"Lf",,"LX","Oxic Paleustalf","1975",,7.7299999999999997e+01,1.3216670000000001e+01,"M","Tyamagondalu, Karnataka","BSh",950,"LL","IN","2","MA2","W","AA4","AS3/75","Profile 44, pp 285-290","IN06","India"
"IN0102","IN","2",1979,,176,7,"NTh",,"Ne",,"NT","Typic Paleustalf","1987",,7.5299999999999997e+01,1.6516670000000001e+01,"M","District Bijapur, Karnataka (INDIA p.283)","Aw",570,"CV",,,"SC2","M","AA4","FAO/SDB-2","FAO-SDB profile: 100043","XX01","India"
"IN0103","IN","2",1979,5,186,8,"NTh",,"Ne",,"NT","Ultic Paleustalf","1987",,8.7239720000000005e+01,2.4291670000000000e+01,"S","District Santal Parganas, Bihar","Aw",300,"LL",,,"IA1","W","AA4","FAO/SDB-2","FAO-SDB profile: 100056","XX01","India"
"IN0104","IN","2",1979,12,165,7,"NTh",,"Nd",,"NT","Ultic Paleustalf","1987",,8.7250000000000000e+01,2.3050000000000001e+01,"M","District Bankura, West Bengal (INDIA p.346)","Aw",70,"LP",,,,"S","AA4","FAO/SDB-2","FAO-SDB profile: 100058","XX01","India"
"IN0105","IN","2",1979,3,160,5,"NTr",,"Ne",,"NT","Oxic Paleustalf","1987",,7.7299999999999997e+01,1.3216670000000001e+01,"M","District Bangalore, Karnataka (INDIA p.287)","Aw",950,,,,"MA2","W","AA4","FAO/SDB-2","FAO-SDB profile: 100044","XX01","India"
"IN0106","IN","2",1979,,128,8,"PHh",,"Hh",,"PH","Typic Hapludoll","1987",,7.9488889999999998e+01,2.9022220000000001e+01,"S","District Nainital, Uttar Pradesh (INDIA p.195)","Cwa",230,"LF",,,,"M",,"FAO/SDB-2","FAO-SDB profile: 100023","XX01","India"
"IN0107","IN","3",1979,3,172,6,"PTd",,"Fp",,"PT","Typic Haplorthox","1975",,7.5883330000000001e+01,1.1166670000000000e+01,"M","Kunnamangalam, Kerala","Aw",75,"LL","HI",,"UX","W","AA4","AS3/75","profile 53, pp 324-328","IN06","India"
"IN0108","IN","3",1979,12,172,6,"PTe",,"Lp",,"PT","Plinthustalf","1975",,8.1483329999999995e+01,2.0266670000000001e+01,"M","Jagadalpur, SE Madhya Pradesh","Aw",550,"LF","UP","3","MA1","W","FN1","AS3/75","profile 42 pp 278-282","IN05","India"
"IN0109","IN","3",1979,2,150,6,"RGc",,"Rc",,"RG","Typic Torrifluvent/Torriorthent","1975",,7.4333330000000004e+01,2.9250000000000000e+01,"M","Rawatsar, Rajasthan","BWh",225,"LP","LO",,"UF","W","AA6","AS3/75","Profile 27 pp212-215","IN01","India"
"IN0110","IN","2",1979,,150,6,"RGc",,"Rc",,"RG","Typic Torrifluvent/Torriorthent","1987",,7.4333330000000004e+01,2.9250000000000000e+01,"M","Tehsil and District Hanumangarh, Rajasthan (INDIA","BWh",220,"LP",,,,"W","AA4","FAO/SDB-2","FAO-SDB profile: 100027","XX01","India"
"IN0111","IN","3",1979,3,150,6,"SCg",,"Zg",,"SC","Aeric Halaquent","1975",,7.8333330000000004e+01,2.7750000000000000e+01,"M","Hirapur, Aligarh, United Provinces","Cwa",175,"LP","LS","3","UF","I","U","AS3/75","Profile 12, pp150-153","IN01","India"
"IN0112","IN","3",1979,11,155,6,"SCg",,"Zg",,"SC","Typic Salorthid","1975",,7.2833330000000004e+01,2.0199999999999999e+01,"M","Dandi, Gujarat","BSh",0,"LP","LO","0","UM","P","U","AS3/75","profile 63, pp 366-369","IN05","India"
"IN0113","IN","2",1979,1,155,6,"SCn",,"Zo",,"SC","Typic Salorthid","1987",,7.2833330000000004e+01,2.0199999999999999e+01,"M","District Bulsar, Gujarat State  (INDIA p.366)","Aw",,"LD",,,"S","P",,"FAO/SDB-2","FAO-SDB profile: 100063","XX01","India"
